paragraph_text,paragraph_index,book_name
    “嗖……”,45, 第203章 奇风峡谷
    丘驰看到一个身影飞快超过自己，面露冷笑，心中暗骂在这里跑等于找死，但看清那人的背影后，丘驰愣住了。,46, 第203章 奇风峡谷
    “这……这不是方运吗？错不了，他还穿着秀才服！别的秀才不可能走到这里，可……他也不可能啊！他应该早就昏倒在弱水里了！”,47, 第203章 奇风峡谷
    丘驰看着方运的背影，呆了片刻，面露惭愧之色，但随后握紧拳头，带着坚定之色，加快脚步向前。,48, 第203章 奇风峡谷
    奇风峡谷的末段，狂风怒号，每一个举人的衣衫都被吹得猎猎作响。,49, 第203章 奇风峡谷
    柳子智用手臂护着脸，慢慢迎风走，他的眼睛眯着，看向前方，看到还有不到五十丈就能通过奇风峡谷，不由得笑起来。,50, 第203章 奇风峡谷
    他目光中带着淡淡的自豪和骄傲，随后又浮现出嘲弄之色，嘲弄那个连弱水河都过不去的纸老虎。,51, 第203章 奇风峡谷
    但是，他脸上的嘲弄之色随之消失，取而代之的是无穷的自信，他的文胆此刻更进一步，触摸到一境的边缘。,52, 第203章 奇风峡谷
    柳子智露出喜悦的笑容，像颜域空那种文胆一境大成的超级天才可望而不可及，普通举人哪怕能触摸到文胆一境边缘，也足以称得上天才，堪称景国第一举人。,53, 第203章 奇风峡谷
    圣墟路前八十已经到手！柳子智心中想。,54, 第203章 奇风峡谷
    “呃……”柳子智突然发出一声似乎被月饼噎住的哼声，下意识地停下脚步，呆呆地看着眼前突然出现的身影。,55, 第203章 奇风峡谷
    柳子智只觉之前所想象的一切美好全都被这个背影粉碎。,56, 第203章 奇风峡谷
    “你怎么可能过得了弱水！”柳子智不由自主大吼一声，随后狂风涌入他的口中，呛得他直翻白眼，连声咳嗽。,57, 第203章 奇风峡谷
    随后，柳子智发现，自己刚刚有所进步的文胆突然退步，被打回原形。,58, 第203章 奇风峡谷
    柳子智捂着心脏，面色青紫，但是，他咬着牙，握着拳，含着恨，努力往前走。,59, 第203章 奇风峡谷
    方运立刻望向柳子智的方向，高声道：“卑劣小人柳子智，身为一州解元，昨日在孔城中秋文会害我不说。今日又想借刀杀人，你当天下读书人就这么容易被你骗？柳子智，你若是读书人，圣墟路之后。与我文斗一场，可敢！”,12, 第202章 弱水河
    众人纷纷看向方运，大多数人都是好奇和好感，只有那些庆国人和武国人表情各异。,13, 第202章 弱水河
    方运和柳子智之间的人分开，两人四目相视。,14, 第202章 弱水河
    自从昨日被方运的三诗惊到后，柳子智就明白，继续用以前的方法根本对付不了方运，以后必须无所不用其极，只要有机会就出手。,15, 第202章 弱水河
    柳子智哈哈一笑，道：“同是景国人。怎可随意文斗？更何况你是秀才我是举人，若是与你文斗，别人会说我是以大欺小，还是算了。”,16, 第202章 弱水河
    突然，一个熟悉的声音传来：“我是庆国人。也是举人，要与你文斗，可敢？”,17, 第202章 弱水河
    众人立刻向那声音源头望去，方运被人挡着看不到，但听到有人低声说了那人的名字。,18, 第202章 弱水河
    “是半圣弟子颜域空。”,19, 第202章 弱水河
    柳子智的嗓子好像被什么卡住了，脸上浮现难堪之色，颜域空不仅是半圣弟子。也算是半个颜子世家的人，柳子智就算疯了也不敢得罪这种大人物。,20, 第202章 弱水河
    方运瞥了柳子智一眼，道：“颜兄，多谢仗义出手，不过我和柳家的事自会解决，不然柳家必然反诬我勾结外人背叛景国。”,21, 第202章 弱水河
    丘驰立刻低声道：“‘反诬’说的好。左相柳山本就算得上景国叛徒。”,22, 第202章 弱水河
    “那好。诸位，圣墟路的尽头见。”随后，众人看到颜域空慢慢进入河里，最后水把他淹没，他在水底一步一步向前走。,23, 第202章 弱水河
    每走一步。他的身体都震一下，走到一半甚至被水冲得横移几步，稳下来才能继续前行。,24, 第202章 弱水河
    奇怪的是，他衣服没有被水打湿，也没有被水冲得倾斜，但身体偏偏在受力，方运意识到那弱水和普通意义上的水似乎不同，伪龙珠都无法避开。,25, 第202章 弱水河
    一身是冰刺的雪白霜犬低着头，没有丝毫的反抗之意。、ybdu、它那晶莹剔透的霜犬之体明明很美丽耀眼，但在这个时候也无法掩盖它眼中的无奈。,0, 第289章 风雪送君来
    在凶君狼妖的附近，站着一些妖蛮。,1, 第289章 风雪送君来
    其中最醒目的是一头全身冒着火焰的巨鹰，火焰之中，巨鹰一身黑色的鹰毛如金属打造。和在第一长廊比，鹰炎身上的火焰少了许多，但更加凝练。,2, 第289章 风雪送君来
    凶君身后站着一个足足有两人高的小巨人，龙头人身，周身气血环绕，正是龙岭。,3, 第289章 风雪送君来
    除此之外，还剩下四个妖蛮，不是圣子就是圣族。,4, 第289章 风雪送君来
    妖蛮人三族举人和妖将精英尽聚于彗星长廊，但最终来到这里的竟然不足十人。,5, 第289章 风雪送君来
    在霜犬的身后，风雪弥天，那里的毒刃雪飞旋的速度是别处的十倍，仅仅看一眼就让人心惊。,6, 第289章 风雪送君来
    在密密麻麻的毒刃雪幕后，有一张巨大的王座，那王座以寒冰为体，在寒冰王座的里面，竟然有许多星辰虚影，流星、彗星、月亮、太阳等等，甚至有星系漩涡。,7, 第289章 风雪送君来
    这王座仿佛立于无尽星空之上，俯视宇宙万物。,8, 第289章 风雪送君来
    除了霜犬，所有妖蛮都盯着那星之王座，每个人都心驰神往，恨不得马上坐到王座上，然后掌控星辰。,9, 第289章 风雪送君来
    方运继续接近。,10, 第289章 风雪送君来
    龙岭突然转身看向鹰炎，道：“鹰炎，你我本来不相上下，现在我一方有霜犬在，你必输无疑。你和狼离不同，那种圣子杀就杀了，最多会被一些狼蛮部落敌视，我不想杀你。”,11, 第289章 风雪送君来
    白茫茫的大雪中，龙蛮圣子龙岭为首，虎妖圣子和熊妖圣子在两侧，再加上两头圣族豹妖，一起恶狠狠盯着方运。,0, 第291章 兵蛮圣
    龙岭突然看向鹰炎，道：“鹰炎，你我同为三大圣子，彼此间也有过争斗，但我并没有让霜犬杀你，你可知为何？因为我心中有妖蛮两族，不会为区区私利葬送妖族英才！但这个方运……”,1, 第291章 兵蛮圣
    龙岭伸手指着方运道：“恐怕就是他在第六长廊口含天宪，一语成圣道之音。他的才华已经举世皆知，妖蛮两族稍喜人族诗词的都知道他的大名，龙宫中更是到处传扬他的名字。这里是彗星长廊，有着化虚为实的力量，万一他作出什么强大的诗词，我等无法幸免。我说的是否有道理？”,2, 第291章 兵蛮圣
    鹰炎点了一下头。,3, 第291章 兵蛮圣
    龙岭道：“我为妖蛮大计保全你，你可愿与我共灭人族？”,4, 第291章 兵蛮圣
    一旁的凶君微微眯起眼，一对狼眼中充满了警惕，他本以为这个龙头人身的龙岭只是凶狠好斗的莽汉，可现在才发现并不是。龙岭邀请鹰炎出手，尽可能调动一切力量来打击敌人，不给敌人留一丝后路，哪怕己方占据极大的优势。,5, 第291章 兵蛮圣
    凶君心中的悔意一闪即逝，立刻道：“你不出手，万一方运杀死龙岭再杀死你，妖蛮两族就等于损失两个未来的半圣！”,6, 第291章 兵蛮圣
    鹰炎点点头，周身火焰升腾，鹰翼轻轻扇动，点点火光四散。,7, 第291章 兵蛮圣
    “为了妖族，杀就是了，哪来那么多废话！”鹰炎转身看向方运，“更何况，是这种足以让人族振兴的大才！”,8, 第291章 兵蛮圣
    “好！”龙岭大吼一声，周身气血涌动，凝聚成一片片鳞甲，如同鲜花绽放一样层层密布叠加。护住他的全身，剩下的气血凝聚成一把血色巨锤。,9, 第291章 兵蛮圣
    那巨锤仅仅是锤头部分就有半个人那么大，锤头的外形极似龙头骨。,10, 第291章 兵蛮圣
    龙岭握着巨锤自然垂下，巨锤轻轻落在地上，就听轰地一声，一道冲击波出现，周围的毒刃雪都被击飞。,11, 第291章 兵蛮圣
    “我不会输给你！你不过区区秀才，我堂堂江州解元，未来的景国状元，怎能让你毁了我和我们柳家！我不会输！”柳子智在心中怒吼着，一步一步向前。,60, 第203章 奇风峡谷
    不多时，方运超过了所有人。,61, 第203章 奇风峡谷
    那些举人看到一个身穿秀才服的人突然出现在自己面前，吓了一跳。尤其是看到方运在弱水河那一幕的人，根本不敢相信自己的眼睛。,62, 第203章 奇风峡谷
    方运一直小跑，离峡谷出口十丈远的时候，终于减缓了脚步，因为这里的奇风比之前更大，而且是一股无形的龙卷风，不仅能卷动他的身体，对他的文胆文宫也有很强的破坏力。,63, 第203章 奇风峡谷
    正是这股无形的龙卷风存在，让这奇风峡谷成为秀才的绝地。,64, 第203章 奇风峡谷
    方运文宫外的奇风骤然加重，但是，文宫星空的星辰外放出点点星光，落在文胆上，让文胆的力量更强，抵挡住最后的奇风，最后方运进入白蒙蒙的变雾中。,65, 第203章 奇风峡谷
    方运的文胆力量始终只在文宫内没有外泄，没人觉察到他有文胆。,66, 第203章 奇风峡谷
    看到方运进了变雾中，那些举人心里空落落的，感到分外失落，但随后，每个人的心中燃起斗志，努力向前走。,67, 第203章 奇风峡谷
    方运进入白雾，更加警惕。,68, 第203章 奇风峡谷
    变雾远比弱水和奇风危险。,69, 第203章 奇风峡谷
    圣墟内最强的弱水和奇风可以轻易灭杀大儒，但再强也是死物，而变雾则有一定的灵智，更可怕的是变雾杀的妖蛮或人越多，灵智越高，实力越强。,70, 第203章 奇风峡谷
    若是变雾吸收了一定的圣血圣玉等圣物，会破茧化蝶。,71, 第203章 奇风峡谷
    一个妖帅道：“你杀了这么多血妖蛮，为我星妖蛮报仇，应该奖励。水印广告测试 水印广告测试这里有十颗星砂，可以抵抗大约一天的弱水或奇风，保你自己绰绰有余。”,0, 第224章 战诗词五境
    说着，妖帅的一个属下提着一个小皮袋过来，恭敬地把星砂袋放在方运身前。,1, 第224章 战诗词五境
    方运还是不能说话，轻轻点了一下头，算是谢过，然后看了一眼袋中的星砂。,2, 第224章 战诗词五境
    星砂是银子般的细小颗粒，但比银子明亮，一粒星砂的星光可以抵抗一段时间的弱水奇风等力量，一旦星光消失则失去力量，但也是一种稀有的金属。,3, 第224章 战诗词五境
    山下的举人也顾不得养伤，一起顺着山路走到方运面前。,4, 第224章 战诗词五境
    劫后余生，众人相视一笑。,5, 第224章 战诗词五境
    方运低声问李繁铭：“怎么回事，这才是第一个考验，连颜域空过河都如此困难？。”,26, 第202章 弱水河
    “这弱水冲击的不是身体，是文宫，你想想，大文宫被水冲得多，还是小文宫被水冲得多？”,27, 第202章 弱水河
    方运愣住了，因为他的文宫极大，别人的文宫的极限也就是如同皇宫，可他的文宫大殿已经超越了普通意义的建筑，面积已经相当于一座小镇。,28, 第202章 弱水河
    李繁铭道：“文宫小也并非全好，若是不够坚固，会被弱水冲垮。文宫再大，只要坚固，也不会被冲垮。不过，颜域空之所以如此，是因为没用文胆的力量，若是他文胆一动，早就走过，现在是节省力量。”,29, 第202章 弱水河
    方运看着十丈宽的弱水河发愁，而且确信自己的文宫比颜域空大十倍以上，连颜域空都这样，那自己不动用文胆恐怕真过不去弱水河，可一旦动用文胆被人发现，必然举世震惊，意义比圣前举人都重大。,30, 第202章 弱水河
    很快，颜域空走出弱水河，其余人纷纷下水。,31, 第202章 弱水河
    李繁铭道：“圣墟里有许多弱水，不可能有桥让你过，万一下弱水雨更糟糕。唉，走吧。”说着，他背着胖胖的大白兔子进入水中。,32, 第202章 弱水河
    一入水，大兔子就轻轻挣扎，露出痛苦之色，但随后李繁铭用文胆的力量保护大兔子，它这才安静下来。,33, 第202章 弱水河
    方运发现，李繁铭的身体比颜域空稳得多，没有被水冲得偏斜，但迈步的速度很慢，身体时不时抖一下，显然文宫远不如颜域空坚固，被弱水一冲十分痛苦。,34, 第202章 弱水河
    方运仔细观察入弱水中的人，大部分连李繁铭都不如，有的举人就算动用文胆也显得十分痛苦。,35, 第202章 弱水河
    很快，方运看到一个秀才突然全身剧烈颤抖，身体失去控制，倒在弱水里，但一股无形的力量包围他，把他捞起，放到岸边。,36, 第202章 弱水河
    接着，不断有人昏迷被捞上来，除了少数几个举人，大多数都是秀才。,37, 第202章 弱水河
    方运也看向鹰炎，想知道这头火焰鹰妖圣子会怎么做。,12, 第289章 风雪送君来
    “妖祖开辟这个彗星长廊，是考验我妖蛮的实力，是挑选弟子。能者前。不能者退，公平公正。你身为妖族，甚至是龙蛮圣子，竟然利用妖祖玉牌窃据星之王，不知妖祖知道此事后会如何想。”,13, 第289章 风雪送君来
    龙岭微笑道：“你不要骂我，我若是拼死争星之王，你指责我没关系，但我不想争星之王。”,14, 第289章 风雪送君来
    “哦？”鹰炎疑惑了。,15, 第289章 风雪送君来
    方运则看向凶君，凶君正咧嘴笑。,16, 第289章 风雪送君来
    骨片中的狼蛮圣子低声道：“哼，看来是凶君许了龙岭什么大好处。那好处比星之王还要大。”,17, 第289章 风雪送君来
    鹰炎道：“你来这里不是为了星之王，难道是来游玩？”,18, 第289章 风雪送君来
    “我来之前，部落里的人就告诉我，若我当上星之王，一定马上远离妖皇和他的人。因为有人说过，妖皇会杀每一个星之王，无论是妖蛮还是人。”,19, 第289章 风雪送君来
    龙岭身后一直悬浮着一个十丈长的白骨龙头，那是他的祖灵，那祖灵一直死气沉沉，一动不动。但现在龙头的两个眼窝里冒出两点火光。,12, 第291章 兵蛮圣
    一股苍凉雄浑的气息自那白骨龙头上散发出来，周围所有妖蛮不得不远离。,13, 第291章 兵蛮圣
    方运的神色格外凝重，别人认不得这白骨龙头，但他认得，这白骨龙头和负岳传承记忆里一头“大荒苍龙”有着七分的相似，只是那大荒苍龙号称口衔大日，当珠戏之，龙头远远超过十丈。,14, 第291章 兵蛮圣
    这龙岭哪怕只是继承了其后代的力量，也远非普通血脉能比。,15, 第291章 兵蛮圣
    “吼……”,16, 第291章 兵蛮圣
    虎妖圣子和熊妖圣子冲着方运大吼。身后分别出现血色虎头和血色熊头，祖灵的力量让他们变得更加强大。,17, 第291章 兵蛮圣
    两头圣族豹妖向两侧绕开，准备从侧面包抄方运。,18, 第291章 兵蛮圣
    鹰炎两翼扇动，身体慢慢升高。两只尖锐的鹰爪慢慢张开，在它的利爪之下，坚硬的钢铁和豆腐毫无区别。,19, 第291章 兵蛮圣
    鹰炎身后浮现一轮火红的大日，如天之君主照耀万物。除了龙岭的白骨龙头，周围的一切都无法与它争辉。,20, 第291章 兵蛮圣
    这四头圣子加两头圣族，代表了妖蛮两族妖将层次最强的力量。不出百年，它们就会站在妖蛮两族的巅峰，成为打压人族的主力。,21, 第291章 兵蛮圣
    躲在方运手里的狼蛮圣子呜嗷一声悲鸣，道：“方运，我本以为你只是要杀凶君或龙岭，可你竟然要面对四大圣子和两大圣族，哪怕当年的妖皇面对他们也只能逃跑！你倒是跑啊！”,22, 第291章 兵蛮圣
    贾经安以重伤之身弯腰行礼道：“谢方镇国救命之恩。”,6, 第224章 战诗词五境
    “谢救命之恩！”所有的举人一起感谢。,7, 第224章 战诗词五境
    大兔子也人模人样地站直身体，用两只前腿拱手作揖。,8, 第224章 战诗词五境
    方运想说同舟共济，不必多谢，但无法开口，只得微微一笑。,9, 第224章 战诗词五境
    举人们相互看了看，似乎都不好意思开口，李繁铭轻咳一声，道：“你何时成为圣前举人？”,10, 第224章 战诗词五境
    方运无奈一笑，自己现在还是说不出话来。,11, 第224章 战诗词五境
    李繁铭笑道：“你看我，竟然忘了。你身上的毒解了？怎么解的？玉青，快去看看。”,12, 第224章 战诗词五境
    众人无比好奇，昨日方运可以说是奄奄一息，今日不仅解毒，还能写战诗词，实在是神奇。,13, 第224章 战诗词五境
    一直藏在别的山洞里的荀烨慢慢走过来，在一边偷偷看着方运，神色充满了不安。,14, 第224章 战诗词五境
    华玉青伸手为方运把脉，随后惊喜地道：“剧毒全解！方运。你到底吃了什么灵丹妙药？真是不可思议！就算解了毒，换成别人恐怕也还是会不能动弹，你倒好，身体正在快速恢复。等到出圣墟的那一天。你可能会痊愈。”,15, 第224章 战诗词五境
    “这么神奇？你们在路上说他中奇毒将死，不会联合骗我们吧？”新来的一个举人半开玩笑道。,16, 第224章 战诗词五境
    等李繁铭过了弱水河，方运还没下河，此刻没下河的只剩四十多人，全都是秀才。,38, 第202章 弱水河
    河边躺着近千多昏迷不醒的人，仅仅一个弱水河就淘汰接近五分之一的人。,39, 第202章 弱水河
    李繁铭的同窗无一例外，都过了河，能在孔府学宫学习本来就是佼佼者。,40, 第202章 弱水河
    “方运，你怎么不过河！”李繁铭站在河对岸，疑惑地看着方运。,41, 第202章 弱水河
    过了河和没过河的人一起看向方运，柳子智也已经过了河，但他这次没有开口，认真地盯着方运。,42, 第202章 弱水河
    方运无奈点点头。慢慢走下水。,43, 第202章 弱水河
    腿脚入水，方运感到怪异，这弱水的触感和普通水差别很大，极为轻柔。像是云雾棉絮似的，而且感觉不到温度，十分特别。,44, 第202章 弱水河
    在身体碰到弱水的一刹那，方运感到一股奇异的力量突然出现在自己的眉心文宫外，冲击自己的文宫，这种力量一开始像是涓涓细流，随后是江水滔滔，接着如滔天巨浪，最后化为海啸扑来。,45, 第202章 弱水河
    从涓涓细流到海啸，实则只过了一眨眼的功夫。,46, 第202章 弱水河
    方运有种错觉。好像所有东海的水都在冲击自己的文宫，文宫如同狂风暴雨中的小舟一样。,47, 第202章 弱水河
    这弱水不是真的水，更像是无孔不入的精神冲击，是从四面八方冲刷文宫。,48, 第202章 弱水河
    文宫有六个受力面，所以受到的弱水的冲击力量是呈几何级数增长。是普通举人的成千上万倍！,49, 第202章 弱水河
    方运仅仅走到齐腰深的弱水，就感到头晕目眩，身体被冲得侧走一步。,50, 第202章 弱水河
    “这……”,51, 第202章 弱水河
    数以千计的人目瞪口呆，连那些昏迷的秀才也能坚持到全身入水后才被冲走，现在方运就被冲得一个趔趄，这也太奇葩了，恐怕只有童生才会这样。,52, 第202章 弱水河
    柳子智忍不住笑出声。道：“原来这就是天下第一秀才，原来文宫竟然如此弱，沽名钓誉，名不副实，虚浮不堪！”,53, 第202章 弱水河
    李繁铭冷声道：“你怎知他是因为文宫太弱？我认为是他文宫太大，承受的冲击远超我等！”,54, 第202章 弱水河
    “那位龙族公主呢？”鹰炎问。,20, 第289章 风雪送君来
    “杀不了自然另当别论。你觉得，我能和龙族公主比吗？我……宁可不要这星之王。”龙岭说着，突然看向凶君。目光中带着笑意。,21, 第289章 风雪送君来
    “原来是为了这头狼妖。霜犬，你身为妖祖下属，为妖祖看守星之王座数千年，难道就眼睁睁看着此事发生？”鹰炎质问道。,22, 第289章 风雪送君来
    霜犬无奈轻叹一声。周围风雪大作，道：“我是为妖祖把守，自然要听命于妖族玉牌。”,23, 第289章 风雪送君来
    鹰炎看向凶君，道：“我若是争这个星之王。你们怎么对我？”,24, 第289章 风雪送君来
    凶君微笑道：“霜犬不死不灭，你或许可以杀它一次，但不可能杀它两次三次。我们不需要对付你。只需要霜犬就足够了。”,25, 第289章 风雪送君来
    鹰炎周身的火焰大盛，所有的火焰向他身后流动，最后它身上没有一点火焰，而背后却出现一轮炽热的太阳，太阳之火融化周围的所有毒刃雪，附近的妖蛮不得不后退。,26, 第289章 风雪送君来
    方运离得很远，仍然感受到一股热浪扑面而来。,27, 第289章 风雪送君来
    “鹰炎，你这是要与我动手吗？”,28, 第289章 风雪送君来
    龙岭周身的气血突然化为狂风席卷，随后一个巨大的白色龙头骨出现在他的身后，那龙头骨足足有十丈大，威势远超鹰炎身后的大日。,29, 第289章 风雪送君来
    鹰炎道：“我来这里是为了星之王，若是不与霜犬打一场，我怎知是成是败？至于你们，或许会得到星之王，但星之王绝不会属于你们！”,30, 第289章 风雪送君来
    鹰炎微微俯身，两翼展开，祖灵大日融入它的身体，它化为一道火红的光影，犹如一道闪电直击霜犬。,31, 第289章 风雪送君来
    炽烈的鹰炎与冰冷的霜犬相撞，这是火与冰较量，是红与白的决战。,32, 第289章 风雪送君来
    “轰……”,33, 第289章 风雪送君来
    两妖相撞的地方爆出刺目的光芒，形成狂暴的冲击波四散，附近的妖蛮不得不后退。白色冰霜与红色火焰直冲上天，随后一边下着冰雹，一边下着火雨。,34, 第289章 风雪送君来
    “你忘了一个凶君，他虽附身妖族，但仍然可以使用战诗词。进了圣墟后，凶君分神的实力不可能仍然停留在举人层次，若我所料不错，现在凶君分神恐怕已经有进士的实力，应该达到慎言境。”方运笔直地站立在原地，右手提笔，慢慢写疾行诗。,23, 第291章 兵蛮圣
    那些妖族听到狼蛮圣子的声音，停下脚步，露出疑惑之色。,24, 第291章 兵蛮圣
    “原来狼离没有死，那就和方运一起死吧。方运，我果然还是小瞧了你，没错，我进入的时候的确只有举人层次，但在前不久，已经靠着早就准备好的神物壮大力量，有了进士的实力，只是还不能使出唇枪舌剑，不过，对付你绰绰有余！”凶君冷笑道。,25, 第291章 兵蛮圣
    “哦？你竟然如此有信心，那你我对诗一首，不论生死，可敢？”方运说话前，疾行诗的力量包裹全身，让他随时能以极快的速度移动。,26, 第291章 兵蛮圣
    “连龙岭都知道让鹰炎相助，我岂会上当？”,27, 第291章 兵蛮圣
    就在此时，天地突然轻轻一震，所有人都站立不稳，身体摇晃。,28, 第291章 兵蛮圣
    每个人都无比惊骇，这里都是各族精英，哪怕是遭遇八级大地震，他们也能保证纹丝不动，可现在身体却随着那看似很微小的震动一起摇晃，这种感觉非常怪，如同是在暴风雨中的船上，身不由己。,29, 第291章 兵蛮圣
    与此同时，一道若有若无的声音传入每个人的耳中，那声音像是一声狼嚎，仿佛是跨越了时空从遥远的上古时期传来。,30, 第291章 兵蛮圣
    狼蛮圣子突然大笑：“哈哈哈！是父亲！是父亲来了！哈哈哈……”,31, 第291章 兵蛮圣
    龙岭和凶君面色剧变，没想到此次来杀方运的竟然是狼蛮一族的蛮圣，那尊蛮圣可是崛起于圣元大陆狼蛮部落，年少时就以劫杀人族而闻名一方。,32, 第291章 兵蛮圣
    人族陆续派人去杀他，但都被他躲过。而且那尊蛮圣还学习人族兵法，在领兵方面堪称蛮族之首，最后凭靠着强大的实力和蛮族少有的智慧封圣，被尊称为“兵蛮圣”，因为他是第一个把人族兵法会于一身且大成的蛮圣。,33, 第291章 兵蛮圣
    可惜妖蛮重力而不重智，兵蛮圣在大多数妖蛮心目中的地位始终不高，哪怕他立下无数奇功，哪怕他避免妖蛮两族大量损失，也比不上善于直接厮杀的其他众圣。,34, 第291章 兵蛮圣
    虽然大多数妖蛮不看重兵蛮圣，但妖蛮众圣却给予兵蛮圣较高的地位。,35, 第291章 兵蛮圣
    方运心中暗叹，不愧是兵蛮圣。妖蛮众圣从来不是铁板一块，派半圣强入妖祖门庭是一件大事。必然要商量很久，可兵蛮圣这么早就出手，事情再明显不过，必然是兵蛮圣力排众议，亲自出手，尽快消除人族大患。,36, 第291章 兵蛮圣
    考房之中，学子们继续做试卷。www.xstxt.org,0, 第365章 一方弃考，八方传书
    其中的晨志远面带微笑，斗志旺盛，对举人第一志在必得。,1, 第365章 一方弃考，八方传书
    圣庙边的凉亭里，一众官员羡慕地看着赵景空。,2, 第365章 一方弃考，八方传书
    方运背着青竹书箱、拎着荆条篮子，出现在考场之外。,3, 第365章 一方弃考，八方传书
    天色漆黑，州文院附近灯火通明，许多学子的亲友住在考场前的空地，有的住在马车上，有的搭起帐篷，还有人只在地面铺上被褥。,4, 第365章 一方弃考，八方传书
    府衙州衙的差役在一旁看守，保护这些考生的亲友。,5, 第365章 一方弃考，八方传书
    再远处一些的灯火，是小摊贩的油灯，各种小吃的香味在四周飘荡，让方运想起当年放学后的场景，那么遥远又那么美好。,6, 第365章 一方弃考，八方传书
    方运快步走向那些小食摊，这两天吃的都是干粮，味道不佳，准备寻找可口的食物弥补胃肠。,7, 第365章 一方弃考，八方传书
    方运走了几步，就听有人哭泣。,8, 第365章 一方弃考，八方传书
    “呜呜……孩儿不争气……”,9, 第365章 一方弃考，八方传书
    方运循声望去，就见一个年轻秀才正跪在一个四十岁出头的中年人面前大哭。,10, 第365章 一方弃考，八方传书
    “哭什么？没出息！你今年是第一次参与举人试，要是考中才活见鬼！今年不成，明年再考！起来，再不起来老子揍你！”,11, 第365章 一方弃考，八方传书
    骨片上的狼离呆呆地看着方运，吓得不敢说话。、ybdu、,0, 第288章 又见凶君
    “怎么，不是让我救你么，怎么不敢说话了？说吧，因为说了还有活路，不说的话，马上就会永远死亡。”方运道。,1, 第288章 又见凶君
    “唉……这件事跟我无关啊。那些在门口的妖族你也看到了，其中一头狐妖非常狡猾，他从你带领那些举人进入第七长廊判断出你非比寻常，甚至不下于孔家之龙，妖族绝不能容忍这种大患。当年为了一个孔家之龙，妖皇重伤，一位妖圣不得不休养百年，现在有早杀你的机会，绝对不能错过。真不是我想杀你啊，是那头狐妖的问题。”,2, 第288章 又见凶君
    方运想起那狐妖的确提前离开，没想到竟然是为了自己去禀报妖圣。,3, 第288章 又见凶君
    “妖圣真的会杀我？”方运问。,4, 第288章 又见凶君
    狼蛮圣子犹豫片刻，道：“本来不会，但文曲五动之后，妖族已经针对猎杀榜重新罗列出一些重点人物，所有的赏金翻倍，像李文鹰直接翻四倍，可见妖圣对此事的重视程度。其实，你一个天才到了第七长廊不可怕，可怕的是十多个天才举人一起来到第七长廊。这意味着，这十多人若不出意外，磨砺几十年必成大儒！尤其是颜域空和孔德论两人，还有你，你们三人若以后顺利，必成文宗，甚至有很大的可能成为半圣！或者说，所有人成圣的机会提高一成！”,5, 第288章 又见凶君
    “一成成圣的机会？不小了，哪怕颜域空之前也只有五成成圣的几率而已。”方运道。,6, 第288章 又见凶君
    “我从来就没想过你们能过第四长廊，结果你们不仅过了，而且还成群结队地到达第七长廊！就算加上随从，我们妖蛮两族一共只有二十余来到这里，你们人族的人数竟然也差不多！你们这一代若是顺利成长，会成为我们妖蛮两族的噩梦！”,7, 第288章 又见凶君
    方运道：“说的似乎很有道理，我只顾着在彗星长廊向前走。却没时间考虑以后带来的影响。不错，这次彗星长廊的确会给他们带来脱胎换骨的变化，但对我来说，还不够！所以，我要坐上星之王座。”,8, 第288章 又见凶君
    狼蛮圣子盯着方运，徐徐道：“都说妖皇是我族中兴之主，但他是一路利用、暗杀、离间等种种手段到达星之王座，他的星之王，是踩在妖蛮两族的尸骨上得到的。你不同，你是用你的臂膀举着同族到达第七长廊。整整让人族的一代力量升华，你比妖皇更像中兴之主。若不知道彗星长廊发生的一切，妖圣不杀你也就罢了，要是知道还留着你，那我妖蛮早就已经全部蠢死！”,9, 第288章 又见凶君
    “唉……我不过只想夺得星之王，却引来妖圣。你有没有什么办法让我逃离？”方运从来不盲目自大，既然知道妖圣前来，这彗星长廊不能留了。哪怕妖圣不敢进来，在彗星长廊外一堵。自己只能等死。,10, 第288章 又见凶君
    “绝对是真的！你看他。现在还不能说话。我学医多年，完全不明白怎么回事。是不是星妖蛮救的他？”,17, 第224章 战诗词五境
    众人看向牛山。,18, 第224章 战诗词五境
    牛山还以为他们称赞自己照顾方运有功，立刻身体挺得更直，更加自豪。,19, 第224章 战诗词五境
    “看来没错。方运真是幸运啊。这个袋子里似乎是星砂吧？唉，月华多就是不一样，又是当月皇，又给解毒，还送星砂。”,20, 第224章 战诗词五境
    众多举人啧啧称奇，但那些星妖蛮听不懂人族的话，无人反驳。,21, 第224章 战诗词五境
    方运暗笑。没想到他们竟然误会了，这样就不会暴露文曲星照，是一件好事，万一让妖界知道。必然会惊动妖圣。,22, 第224章 战诗词五境
    韩守律道：“方运，那首战诗可否让我们看一遍？”,23, 第224章 战诗词五境
    方运示意牛山递过笔，然后重新书写这一首诗，但没有消耗才气。不过他正常写字太慢，不得不借用一点奋笔疾书的力量，以很正常的速度写完。,24, 第224章 战诗词五境
    韩守律迫不及待拿起方运写的诗，轻声念道：“僵卧孤村不自哀，尚思为国戍轮台。夜阑卧听风吹雨，铁马冰河入梦来！好诗啊！方镇国果然是人中之龙，哪怕身中剧毒，仍然斗志昂扬，若心中无斗志，绝无可能写出这首诗。”,25, 第224章 战诗词五境
